No,Title,Author,Link,Publisher,Year,Pages,Format,Literary Form,Library,Items Available,Call Number,Edition,Material Type,Image URL
2277,"Sustainable Design For The Built Environmentrob Fleming, Saglinda, H.Robertsxvii, 341P;Ill","Fleming, Rob Roberts, Saglinda H",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2104,Routledge,2019,0,; print,; Not fiction,EDM Library(1),1,NA254.36.F63.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2278,"Probability And Statistics For Computer Scientistsmichael Baronxix, 465 P:Ill","Baron, Michael",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2105,CRC Press,2019,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,QA273.B23.,3rd,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2279,Wordless Rhetoric Musical Form And The Metaphor Of The Orationmark Evan Bond4 237 P,"Bonds, Mark Evan",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2106,Havard University Press,1991,0,; print,; Not fiction,Arts Library(1),1,ML3845 .B64.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2280,Architectural Guide Basel  New Buildings In The Trinational City Since 1980Lutz Windhöfel.Irregular Nos,"Windhöfel, Lutz",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2108,Birkhäuser,2008,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"NA 1351. B3W72, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2281,"Bureaucracy And Public Administrationbijoy Kumarvii, 288 P.","Kumar, Bijoy",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2109,Book shores,2019,288,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"JF 1501 .K96, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2282,"Issues In Economics Todayrobert C. Guellxxiv, 526P","Guell, Robert C",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2110,McGraw-Hill Education,2021,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,HB87.G93.,9th,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2283,"Publicn Administration In A Globalizing Worldbidyut Chakrabarty, Prakash Chand Kandpalxiii, 528P;Ill","Chakrabrty, Bidyut Kandpal, Prakash Chand",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2111,SAGE,2020,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,JF1351.C34.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2284,Manuel De Formation Pratique Pour Le Professeur De Fle/ Paola Bertocchini [And] Edvige Costanzo271P,"Bertocchini, Paola Costanzo, Edvige",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2114,CLE International,2008,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,PC2420.B46.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2285,Collins French Verbs: Elle Est Partie En Vacances. Il Faut Que Nous Partions 241P.,Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2116,Collins,2016,241,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"PC2271.C69, ...",3rd ed.,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2286,"Succeeding With Your Master'S Dissertation  A Step-By-Step Handbookjohn Biggamxi, 30P; Ill","Biggam, John",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2118,Open University Press,2021,0,; print,; Not fiction,Education Library(2),2,"LB2369.B48, ...",5th,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2287,"Sums Of Squares Of Integers/ Carlos J. Moreno, Samuel S.Wagstaffxi,345P.","Moreno, Carlos., 1946- Wagstaff, Samuel S.,1945-",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2120,CRC Press,2005,345,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"QA246.7.M81, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2288,"Production Processes/ Midhat Luqmanxviii, 197P.","Luqman, Midhat",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2121,CBS Pub.,2010rep.2019,197,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"TS183.L93, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2289,Ensigner Le Francais Comme Langue Seconde/ Gerard Vigner127P,"Vigner, Gerard",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2123,CLE International,2001,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,PC2006.V68.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2290,"Campus: Methode De Francais: 1/ Jacky Girardet, Jacques Pecheur191P.","Girardet, Jacky Pecheur, Jacques",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2124,CLE International,2002,191,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,PC2112.G31.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2291,Communication Progressive Du Francais Avec 365 Activites/ Claire Miquel189P.,"Miquel, Claire",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2126,CLE,2004,189,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,PC2112.M67.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2292,"Nutrition For A Changing Worldjamie Pope, Steven Nizielskixxxiii, 553P;Ill","Pope, Jamie Nizielski, Steven",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2127,W.H. Freeman,2019,0,; print,; Not fiction,Health Sciences Library(1),1,RA784.P78.,2nd,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2293,"Qualitative Research Topics In Language Teacher Educationedited By Gary Barkhuizenvii, 224P",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2128,Routledge,2019,0,; print,; Not fiction,Arts Library(1),1,P53.85.Qu2.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2294,"Practice Makes Perfect: French Vocabulary Building With Suffixes And Prefixes/ Eliane Kurbegovxiii,287.","Kurbegov, Eliane",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2129,McGrawHill,2015,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"PC2129.K96, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2295,"Je Demarre: Methode De Francais Pour Debutants: (A French Course For Tertiary Institutions)/ Par Remi Sonaiya, Yemi Mojola, Tundonu Amosu.222P.","Sonaiya, Remi  Mojola, Yemi Amosu, Tundonu",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2130,Dokun Pub.,2017,222,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"Pc211.So5, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2296,"The Moral Of The Story An Introduction To Ethicsnina Rosenstandxii,704P","Rosenstand, Nina",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2132,McGraw Hill,2021,0,; print,; Not fiction,Arts Library(1),1,BJ1012.R71.,9th,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2297,"The Good Earth Introduction To Earth Sciencedavid Mcconnell, David Steerxvi, 538P;Ill","Mcconnell, David Steer, David",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2134,McGraw Hill Education,2021,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"QE26.3.M13, ...",5th,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2298,"Reflecting  On The Future Of Academic And Public Librariesedited By Peter Hernon And Joseph R. Matthews.Xiv,242P;Ill",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2135,Facet Publishers,2012,0,; print,; Not fiction,Education Library(1),1,Z675.U5 R24.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2299,"Preclinical Prosthodonticsp Narendranatha Reddy (And) Sitaram Prasad Kasinav, 119 Pages","Reddy, P. Narendranatha Kasina,Sitaram Prasad",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2137,CBS Publisher & Distributors Pvt ltd,2018,119,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"RK 651 .R24, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2300,"Report Of A Magnetic Survey Of South Africaj.C. Beattiexi,235P;Ill","Beattie, J.C",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2138,Cambridge University Press,2014,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,QC825.6.B36.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2301,"Healthcare Public Health  Improving Health Services Through Population Scienceedited By  Martin Gulliford, Edmund Jessopviii, 226P : Ill",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2139,Oxford University Press,2020,0,; print,; Not fiction,Health Sciences Library(1),1,RA418.5.P66H35.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2302,"Easy R  Access, Prepare, Visualize, Explore Data, And Write Paperselizabeth Gohmert, Quan Li And Douglas Wise.Xiii, 178P","Gohmert, Elizabeth Li, Quan Wise, Douglas",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2140,SAGE,2021,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,H61.3.G55.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2303,"Understanding Rett Syndrome  A Guide To Symptoms, Management And Treatmentrosa Angela Fabio, Tindara Capppri And Gabriella Martino128P",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2141,Routledge,2020,0,; print,; Not fiction,Health Sciences Library(1),1,RJ506.R47F11.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2304,Collins French Dictionary/ Edited By Alice Grandison614P,Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2142,HarperCollins,2007,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,PC2640.C691.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2305,"French: Cd Language Course  : The New And Modern Way To Learn Or To Refresh The Language Quickly And Easily. 4 Audio Disc (C):Digital + 1Text, 288P.",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2144,Caxton edition,2005,288,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"PC2112.F89, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2306,Lire La Science:  88 Ouvrages Pour Une Bibliotheque De Science Et De Culturecite Des Sciences Et De I'Industries236P.,Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2145,Cite des sciences et de i'industries,19..?,236,; print,; Not fiction,Hezekiah Oluwasanmi Library(2),2,"Z7401.L67, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2307,"Investir Dan Le Developpemment: Plan Pratique Pour Realiser Les Objectifs Du Millenaire Pour Le Development. Resume/ Un Millennium Profect, Jeffrey D. Sach, Directeur.Xvii,89P.",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2147,"[ Sterling,Va: EarthScan]",2005,89,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,HC59.7.In8.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2308,Communication Progressive Du Francais Avec 270 Activites: Niveau Debutant/ Claire Miquel128P.,"Miquel, Claire",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2148,CLE International,2004,128,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,PC2128.M67.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2309,"Frcs General Surgery 500 Sbas And Emisalasdair Wilson, Wendy Craig, Lynn Stevensonxv, 303 P : Ill","Wilson, Alasdair Craig, Wendy Stevenson, Lynn",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2150,JP Medical,2013,0,; print,; Not fiction,Health Sciences Library(1),1,RD37.2.W69.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2310,"La Jjalouse/ Alain Robbe-Grillet; Edited By B.G Garnhamxxix, 112P.","Robbe-Grillet, Alain (1922-2008)",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2152,Routledge,1969 rep. 1991,112,; print,; Not fiction,Hezekiah Oluwasanmi Library(5),5,"PQ2635.O117J22, ...",Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2311,"Harrap Compact:  Dictionary = Dictionnaire[Edited By] Kate Nicholsonxv,574P",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2153,Spectrum,2007,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,PC2640.H25.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2312,"Social Foundations And Sociology Of Educationkobiowu, S. V.1X,277P.","Kobiowu, S. V",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2155,"OAU, University Press",2012,277,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,LC191.K79.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2313,"Gold And International Finance  The Gold Market Under The Internationalization Of Rmb In Hong Konghaywood Cheung.Ix, 91 P; Ill","Cheung, Haywood",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2157,Routledge,2017,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,HG295.C41.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2314,Le Nouveau Sans Frontiere: Methode De Francais 1/ Philippe Dominique ... [Et Al.]223P. Ill,"Dominique, Philippe Girardet, Jacky Verdelhan, Michele Verdelhan, Michel",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2161,CLE International,1999,223,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,PC2112.D71.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2315,"Literature And The Worldstefan Helgesson And Mads Rosendahl Thompsonvi,174P","Helgesson, Stefan Thomas, Meds Rosendall",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2162,Routledge,2020,0,; print,; Not fiction,Arts Library(1),1,PN56.G55H36.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2316,"Textbook Of Pharmacology For Bsc Nursing Students  As Per The Syllabus Of Inc For Bsc (N)Joginder Singh Pathania, Rupendra Kumar Bharti, Vikas Soodxxiv, 399P;Ill","Pathania, Joginder Singh Bharti, Rupendra Kumar Sood, Vikas",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2163,CBS Publishers,2017,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,RM103.P27.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2317,"Loris Malaguzzi And The Reggio Emilia Experiencekathy Hall ... [Et Al.]Xii, 191P","Hall, Katty",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2164,Bloomsbury Academy,2010,0,; print,; Not fiction,Education Library(1),1,LB880.M3152L89.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2318,"The Mixed Methods Research Workbook Activities For Designing, Implementing, And Publishing Projectsmichael D. Fettersxv, 293P;Ill","Fetters, Michael D",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2165,SAGE,2020,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,H62.F43.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2319,"Linked Data For Libraries, Archives And Museums How To Clean, Link And Publish Your Metadataseth Van Hooland, Ruben Verborghxvii,254P;Ill","Hooland, Seth Van Verborgh,Ruben",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2166,Facet Publishers,2014,0,; print,; Not fiction,Education Library(1),1,Z666.73.L56H58.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2320,"Health Education  Elementary And Middle School Applicationssusan K. Telljohann... (Et Al)Xi, 418P;Ill","Telljohann, Susan K",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2167,McGraw Hill,2020,0,; print,; Not fiction,Education Library(3),3,"LB1588.U6H35, ...",9th,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2321,"Teenage Pregnancy Problems And Solutionsedited By Dilip Kumar Duttaxii,151P;Ill",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2168,Jaypee Brothers Medical Publishers,2013,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,HQ759.4.T22.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2322,"The Importance Of Play In Early Childhood Education Psychoanalytic, Attachment And Developmental Perspectiveedit6Ed By Marilyn Charles And Jill Bellinsonxv, 252P",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2169,Routledge,2019,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,HQ772.Im7.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2323,"School-Based Family Counselling An Interdisciplinary Practioner'S Guideedited By Brian A. Gerrard And Deborah Riberaxii, 394P; Ill",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2170,Routledge,2020,0,; print,; Not fiction,Health Sciences Library(1),1,RCC489.Sch1.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2324,"Essentials Principles Of Phacoemusificationedited By Pascal W. Haslervi,112P;Ill",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2171,Jaypee Medical Publishers,2013,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,RE451.Es7.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2325,Encyclopedia Britannica: World Atlasencyclopedia Britannica432P. : Ill.,Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2172,C. S Hammond,2010,432,; print,; Not fiction,Unknown,0,Unknown,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2326,"John Henry Newmanjames Arthur And Guy Nicholasxi, 234P","Arthur, James Nicholas, Guy",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2173,Bloomsbury Academic,2007,0,; print,; Not fiction,Education Library(1),1,LB675.N45Ar7.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2327,"Writing And Thinking In Contemporary Academia The Poetics Of Claritymartin Grunfeldx, 157P","Grunfeld, Martin",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2174,Routledge,2020,0,; print,; Not fiction,Education Library(1),1,LB2364.G92.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2328,"Textbook Of Biochemistrylal Harbans, Rajesh Pandeyxv, 614P;Ill","Lal, Harbans Pandey, Rajesh",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2175,CBS Publishers,2017,0,; print,; Not fiction,Unknown,0,Unknown,3rd,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2329,"Treatment Of Disorders In Childhood And Adolescenceedited By Mitchell J. Prinstein... (Et Al).Xiii, 914P;Ill",Unknown,https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2176,The Guilf2019ord Press,2019,0,; print,; Not fiction,Health Sciences Library(1),1,RJ506.B447T71.,4th,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
2330,Protection Of Civilians And Individual Accountability Obligations And Responsibilities Of Military Commanders In United Nations Peacekeeping Operationslenneke Sprik.Kz6373.Sp8,"Sprik, Lenneke",https://opac.oauife.edu.ng/cgi-bin/koha/opac-detail.pl?biblionumber=2178,Routledge,2020,0,; print,; Not fiction,Hezekiah Oluwasanmi Library(1),1,KZ6373.Sp8.,Unknown,Text,https://opac.oauife.edu.ng/opac-tmpl/lib/famfamfam/BK.png
